     Inode Address Inode Number              Path
0xffff9f60bcf7f5f0                     14724 /sys/bus/pnp
0xffff9f60b6026120                     14727 /sys/bus/pnp/drivers
0xffff9f60b2efd7e0                     32704 /sys/bus/pnp/drivers/parport_pc
0xffff9f60b2efda30                     32705 /sys/bus/pnp/drivers/parport_pc/uevent
0xffff9f60bcf6e120                       320 /sys/bus/pci
0xffff9f60b61a39d0                       322 /sys/bus/pci/devices
0xffff9f60b60232e0                     13800 /sys/bus/pci/devices/0000:02:02.0
0xffff9f60b603fce0                     13755 /sys/bus/pci/devices/0000:02:01.0
0xffff9f60b603f840                     13710 /sys/bus/pci/devices/0000:02:00.0
0xffff9f60b603f5f0                     11635 /sys/bus/pci/devices/0000:00:0f.0
0xffff9f60b603f150                     13339 /sys/bus/pci/devices/0000:00:18.7
0xffff9f60b603ecb0                     13288 /sys/bus/pci/devices/0000:00:18.6
0xffff9f60b603e810                     13237 /sys/bus/pci/devices/0000:00:18.5
0xffff9f60b603e370                     13186 /sys/bus/pci/devices/0000:00:18.4
0xffff9f60b603ded0                     13135 /sys/bus/pci/devices/0000:00:18.3
0xffff9f60b603da30                     13084 /sys/bus/pci/devices/0000:00:18.2
0xffff9f60b603d590                     13033 /sys/bus/pci/devices/0000:00:18.1
0xffff9f60b603d0f0                     12982 /sys/bus/pci/devices/0000:00:18.0
0xffff9f60b603cc50                     12931 /sys/bus/pci/devices/0000:00:17.7
0xffff9f60b603c7b0                     12880 /sys/bus/pci/devices/0000:00:17.6
0xffff9f60b603c310                     12829 /sys/bus/pci/devices/0000:00:17.5
0xffff9f60b603be70                     12778 /sys/bus/pci/devices/0000:00:17.4
0xffff9f60b603b9d0                     12727 /sys/bus/pci/devices/0000:00:17.3
0xffff9f60b603b530                     12676 /sys/bus/pci/devices/0000:00:17.2
0xffff9f60b603b090                     12625 /sys/bus/pci/devices/0000:00:17.1
0xffff9f60b603abf0                     12574 /sys/bus/pci/devices/0000:00:17.0
0xffff9f60b603a750                     12523 /sys/bus/pci/devices/0000:00:16.7
0xffff9f60b603a2b0                     12472 /sys/bus/pci/devices/0000:00:16.6
0xffff9f60b6039e10                     12421 /sys/bus/pci/devices/0000:00:16.5
0xffff9f60b6039970                     12370 /sys/bus/pci/devices/0000:00:16.4
0xffff9f60b60394d0                     12319 /sys/bus/pci/devices/0000:00:16.3
0xffff9f60b6039030                     12268 /sys/bus/pci/devices/0000:00:16.2
0xffff9f60b6038b90                     12217 /sys/bus/pci/devices/0000:00:16.1
0xffff9f60b60386f0                     12166 /sys/bus/pci/devices/0000:00:16.0
0xffff9f60b6038250                     12115 /sys/bus/pci/devices/0000:00:15.7
0xffff9f60b61a7ce0                     12064 /sys/bus/pci/devices/0000:00:15.6
0xffff9f60b61a7840                     12013 /sys/bus/pci/devices/0000:00:15.5
0xffff9f60b61a73a0                     11962 /sys/bus/pci/devices/0000:00:15.4
0xffff9f60b61a6f00                     11911 /sys/bus/pci/devices/0000:00:15.3
0xffff9f60b61a6a60                     11860 /sys/bus/pci/devices/0000:00:15.2
0xffff9f60b61a65c0                     11809 /sys/bus/pci/devices/0000:00:15.1
0xffff9f60b61a6120                     11758 /sys/bus/pci/devices/0000:00:15.0
0xffff9f60b61a5c80                     11707 /sys/bus/pci/devices/0000:00:11.0
0xffff9f60b61a57e0                     11669 /sys/bus/pci/devices/0000:00:10.0
0xffff9f60b61a5340                     11600 /sys/bus/pci/devices/0000:00:07.7
0xffff9f60b61a4ea0                     11566 /sys/bus/pci/devices/0000:00:07.3
0xffff9f60b61a4a00                     11530 /sys/bus/pci/devices/0000:00:07.1
0xffff9f60b61a4560                     11494 /sys/bus/pci/devices/0000:00:07.0
0xffff9f60b61a40c0                     11458 /sys/bus/pci/devices/0000:00:01.0
0xffff9f60b61a3c20                     11420 /sys/bus/pci/devices/0000:00:00.0
0xffff9f60b6023530                       323 /sys/bus/pci/drivers
0xffff9f60b2f84c50                     33975 /sys/bus/pci/drivers/snd_ens1371
0xffff9f60b362d7e0                     34272 /sys/bus/pci/drivers/snd_ens1371/module
0xffff9f60b2f84a00                     34275 /sys/bus/pci/drivers/snd_ens1371/uevent
0xffff9f60b2f840c0                     34094 /sys/bus/pci/drivers/iosf_mbi_pci
0xffff9f60b2f84310                     34098 /sys/bus/pci/drivers/iosf_mbi_pci/uevent
0xffff9f60b2effce0                     32861 /sys/bus/pci/drivers/vmw_vmci
0xffff9f60b2f27a90                     32870 /sys/bus/pci/drivers/vmw_vmci/uevent
0xffff9f60b2efef00                     32782 /sys/bus/pci/drivers/piix4_smbus
0xffff9f60b2eff150                     32786 /sys/bus/pci/drivers/piix4_smbus/uevent
0xffff9f60b2efdc80                     32708 /sys/bus/pci/drivers/parport_pc
0xffff9f60b2efded0                     32711 /sys/bus/pci/drivers/parport_pc/uevent
0xffff9f60bcf21720                        11 /sys/firmware
0xffff9f60b34ca750                     14857 /sys/firmware/dmi
0xffff9f60b34ca9a0                     14858 /sys/firmware/dmi/tables
0xffff9f60b34cae40                     14860 /sys/firmware/dmi/tables/DMI
0xffff9f60b34cabf0                     14859 /sys/firmware/dmi/tables/smbios_entry_point
0xffff9f60bcf07840                       490 /sys/module
0xffff9f60b6037a90                     34433 /sys/module/lime
0xffff9f60b6037ce0                     34443 /sys/module/lime/uevent
0xffff9f60b6031030                     34403 /sys/module/sysemptyrect
0xffff9f60b6031280                     34407 /sys/module/sysemptyrect/uevent
0xffff9f60b6030940                     36456 /sys/module/tcp_lp
0xffff9f60b6032060                     36458 /sys/module/tcp_lp/uevent
0xffff9f60997b8250                     36432 /sys/module/nls_utf8
0xffff9f60997b9970                     36434 /sys/module/nls_utf8/uevent
0xffff9f60997b9720                     36371 /sys/module/isofs
0xffff9f60997b94d0                     36373 /sys/module/isofs/uevent
0xffff9f60b2e3b780                     36332 /sys/module/rfcomm
0xffff9f60b2e39720                     36339 /sys/module/rfcomm/uevent
0xffff9f60996dd0f0                     36225 /sys/module/fuse
0xffff9f60996dae40                     36230 /sys/module/fuse/uevent
0xffff9f60b35932e0                     35977 /sys/module/xt_CHECKSUM
0xffff9f60b3593530                     35979 /sys/module/xt_CHECKSUM/uevent
0xffff9f60b3592e40                     35952 /sys/module/iptable_mangle
0xffff9f60b3593090                     35954 /sys/module/iptable_mangle/uevent
0xffff9f60b35929a0                     35925 /sys/module/ipt_MASQUERADE
0xffff9f60b3592bf0                     35927 /sys/module/ipt_MASQUERADE/uevent
0xffff9f60b3592500                     35898 /sys/module/nf_nat_masquerade_ipv4
0xffff9f60b3592750                     35900 /sys/module/nf_nat_masquerade_ipv4/uevent
0xffff9f60b3591e10                     35872 /sys/module/iptable_nat
0xffff9f60b3592060                     35874 /sys/module/iptable_nat/uevent
0xffff9f60b3591970                     35841 /sys/module/nf_nat_ipv4
0xffff9f60b3591bc0                     35843 /sys/module/nf_nat_ipv4/uevent
0xffff9f60b35914d0                     35803 /sys/module/nf_nat
0xffff9f60b35922b0                     35808 /sys/module/nf_nat/initstate
0xffff9f60b3591720                     35805 /sys/module/nf_nat/uevent
0xffff9f60b3590b90                     35767 /sys/module/nf_conntrack_ipv4
0xffff9f60b3590de0                     35771 /sys/module/nf_conntrack_ipv4/uevent
0xffff9f60b35906f0                     35742 /sys/module/nf_defrag_ipv4
0xffff9f60b3590940                     35744 /sys/module/nf_defrag_ipv4/uevent
0xffff9f60b3590000                     35718 /sys/module/xt_conntrack
0xffff9f60b3590250                     35720 /sys/module/xt_conntrack/uevent
0xffff9f60b3567a90                     35540 /sys/module/nf_conntrack
0xffff9f60b35904a0                     35551 /sys/module/nf_conntrack/initstate
0xffff9f60b3567ce0                     35548 /sys/module/nf_conntrack/uevent
0xffff9f60b3566370                     35514 /sys/module/ipt_REJECT
0xffff9f60b3566810                     35516 /sys/module/ipt_REJECT/uevent
0xffff9f60b3566120                     35492 /sys/module/nf_reject_ipv4
0xffff9f60b35665c0                     35494 /sys/module/nf_reject_ipv4/uevent
0xffff9f60b3560250                     35327 /sys/module/tun
0xffff9f60b3560000                     35329 /sys/module/tun/uevent
0xffff9f60b353f3a0                     35158 /sys/module/bridge
0xffff9f60b3537a90                     35160 /sys/module/bridge/uevent
0xffff9f60b353fa90                     35131 /sys/module/stp
0xffff9f60b353fce0                     35133 /sys/module/stp/uevent
0xffff9f60b353f5f0                     35101 /sys/module/llc
0xffff9f60b353f840                     35103 /sys/module/llc/uevent
0xffff9f60b34cd340                     35076 /sys/module/ebtable_filter
0xffff9f60b34cd590                     35078 /sys/module/ebtable_filter/uevent
0xffff9f60b34ccc50                     35046 /sys/module/ebtables
0xffff9f60b34cd0f0                     35051 /sys/module/ebtables/initstate
0xffff9f60b34ccea0                     35048 /sys/module/ebtables/uevent
0xffff9f60b34cb090                     35009 /sys/module/devlink
0xffff9f60b34cb2e0                     35011 /sys/module/devlink/uevent
0xffff9f60b34c8b90                     34983 /sys/module/ip6table_filter
0xffff9f60b34c8de0                     34985 /sys/module/ip6table_filter/uevent
0xffff9f60b348f5f0                     34948 /sys/module/ip6_tables
0xffff9f60b34c8940                     34953 /sys/module/ip6_tables/initstate
0xffff9f60b348be70                     34950 /sys/module/ip6_tables/uevent
0xffff9f60b34bb530                     34922 /sys/module/iptable_filter
0xffff9f60b34bb780                     34924 /sys/module/iptable_filter/uevent
0xffff9f60b761f5f0                     34681 /sys/module/hv_vmbus
0xffff9f60b6826a60                     34631 /sys/module/vmw_vsock_vmci_transport
0xffff9f60b6826810                     34633 /sys/module/vmw_vsock_vmci_transport/uevent
0xffff9f60b6827a90                     34596 /sys/module/bnep
0xffff9f60b6826370                     34601 /sys/module/bnep/uevent
0xffff9f60b68286f0                     34563 /sys/module/vsock
0xffff9f60b6827840                     34565 /sys/module/vsock/uevent
0xffff9f60b2fdcc50                     32717 /sys/module/sunrpc
0xffff9f60b2fdcea0                     32730 /sys/module/sunrpc/uevent
0xffff9f60b2f70b90                     34305 /sys/module/snd_seq_midi
0xffff9f60b2f54560                     34310 /sys/module/snd_seq_midi/uevent
0xffff9f60b2f71030                     34280 /sys/module/snd_seq_midi_event
0xffff9f60b2f70de0                     34282 /sys/module/snd_seq_midi_event/uevent
0xffff9f60b2f84560                     34103 /sys/module/intel_rapl
0xffff9f60b2f83c20                     34065 /sys/module/iosf_mbi
0xffff9f60b2f83e70                     34067 /sys/module/iosf_mbi/uevent
0xffff9f60b2f83780                     34039 /sys/module/crc32_pclmul
0xffff9f60b2f839d0                     34041 /sys/module/crc32_pclmul/uevent
0xffff9f60b2f82500                     34008 /sys/module/ghash_clmulni_intel
0xffff9f60b2f82750                     34010 /sys/module/ghash_clmulni_intel/uevent
0xffff9f60b2f5ca00                     33978 /sys/module/ppdev
0xffff9f60b2f5cc50                     33980 /sys/module/ppdev/uevent
0xffff9f60b2f5c560                     33937 /sys/module/snd_ens1371
0xffff9f60b2f5c7b0                     33945 /sys/module/snd_ens1371/uevent
0xffff9f60b2f5c0c0                     33899 /sys/module/snd_rawmidi
0xffff9f60b2dcd340                     33907 /sys/module/snd_rawmidi/initstate
0xffff9f60b2f5c310                     33904 /sys/module/snd_rawmidi/uevent
0xffff9f60b2f5a500                     33752 /sys/module/aesni_intel
0xffff9f60b2f5a750                     33754 /sys/module/aesni_intel/uevent
0xffff9f60b2f5a060                     33715 /sys/module/snd_ac97_codec
0xffff9f60b2f5a2b0                     33720 /sys/module/snd_ac97_codec/uevent
0xffff9f60b2f59bc0                     33687 /sys/module/btrtl
0xffff9f60b2f59e10                     33689 /sys/module/btrtl/uevent
0xffff9f60b2f59030                     33625 /sys/module/ac97_bus
0xffff9f60b2f59280                     33627 /sys/module/ac97_bus/uevent
0xffff9f60b2f586f0                     33536 /sys/module/bluetooth
0xffff9f60b750f840                     33545 /sys/module/bluetooth/initstate
0xffff9f60b2f58940                     33541 /sys/module/bluetooth/uevent
0xffff9f60b2f57ce0                     33508 /sys/module/vmw_balloon
0xffff9f60b2f58000                     33510 /sys/module/vmw_balloon/uevent
0xffff9f60b2f57840                     33480 /sys/module/lrw
0xffff9f60b2f57a90                     33482 /sys/module/lrw/uevent
0xffff9f60b2f573a0                     33432 /sys/module/snd_seq
0xffff9f60b2efcc50                     33445 /sys/module/snd_seq/initstate
0xffff9f60b2f575f0                     33442 /sys/module/snd_seq/uevent
0xffff9f60b2f56f00                     33409 /sys/module/gf128mul
0xffff9f60b2f57150                     33411 /sys/module/gf128mul/uevent
0xffff9f60b2f56a60                     33385 /sys/module/glue_helper
0xffff9f60b2f56cb0                     33387 /sys/module/glue_helper/uevent
0xffff9f60b2f565c0                     33361 /sys/module/ablk_helper
0xffff9f60b2f56810                     33363 /sys/module/ablk_helper/uevent
0xffff9f60b2f55a30                     33296 /sys/module/cryptd
0xffff9f60b2f822b0                     33301 /sys/module/cryptd/initstate
0xffff9f60b2f55c80                     33298 /sys/module/cryptd/uevent
0xffff9f60b2f55590                     33246 /sys/module/snd_pcm
0xffff9f60b2f557e0                     33251 /sys/module/snd_pcm/uevent
0xffff9f60b2f54c50                     33203 /sys/module/joydev
0xffff9f60b2f54ea0                     33205 /sys/module/joydev/uevent
0xffff9f60b2f52750                     33117 /sys/module/pcspkr
0xffff9f60b2f529a0                     33119 /sys/module/pcspkr/uevent
0xffff9f60b2f51280                     33010 /sys/module/rfkill
0xffff9f60b750f5f0                     33017 /sys/module/rfkill/initstate
0xffff9f60b2f514d0                     33014 /sys/module/rfkill/uevent
0xffff9f60b2eff840                     32825 /sys/module/vmw_vmci
0xffff9f60b6827ce0                     32831 /sys/module/vmw_vmci/initstate
0xffff9f60b2effa90                     32827 /sys/module/vmw_vmci/uevent
0xffff9f60b2efea60                     32716 /sys/module/i2c_piix4
0xffff9f60b2efecb0                     32756 /sys/module/i2c_piix4/uevent
0xffff9f60b2dcda30                     33786 /sys/module/btusb
0xffff9f60b2f5a9a0                     33792 /sys/module/btusb/uevent
0xffff9f60b2dcbe70                     33796 /sys/module/btusb/initstate
0xffff9f60b2dcd0f0                     33291 /sys/module/snd_seq_device
0xffff9f60b2f55ed0                     33293 /sys/module/snd_seq_device/uevent
0xffff9f60b2dccea0                     33329 /sys/module/snd_seq_device/initstate
0xffff9f60b2dce120                     33657 /sys/module/btbcm
0xffff9f60b2f59970                     33659 /sys/module/btbcm/uevent
0xffff9f60b2dce810                     33663 /sys/module/btbcm/initstate
0xffff9f60b2dcecb0                     33594 /sys/module/btintel
0xffff9f60b2f58de0                     33596 /sys/module/btintel/uevent
0xffff9f60b2dcea60                     33600 /sys/module/btintel/initstate
0xffff9f60b2e9b2e0                     33062 /sys/module/snd_timer
0xffff9f60b2f51e10                     33067 /sys/module/snd_timer/uevent
0xffff9f60b2e9b530                     33070 /sys/module/snd_timer/initstate
0xffff9f60b2e314d0                     32970 /sys/module/snd
0xffff9f60b2f51030                     32976 /sys/module/snd/uevent
0xffff9f60b2e9b090                     32979 /sys/module/snd/initstate
0xffff9f60b2ed5ed0                     32791 /sys/module/soundcore
0xffff9f60b2eff3a0                     32795 /sys/module/soundcore/uevent
0xffff9f60b2e30000                     32798 /sys/module/soundcore/initstate
0xffff9f60b2edb2e0                     32891 /sys/module/sg
0xffff9f60b2dcc560                     32897 /sys/module/sg/uevent
0xffff9f60b2ed8000                     32633 /sys/module/parport_pc
0xffff9f60b2efd0f0                     32635 /sys/module/parport_pc/uevent
0xffff9f60b2ed8250                     32667 /sys/module/parport_pc/initstate
0xffff9f60b2e9a750                     32602 /sys/module/parport
0xffff9f60b2efcea0                     32604 /sys/module/parport/uevent
0xffff9f60b2e9a500                     32607 /sys/module/parport/initstate
0xffff9f60b2e9abf0                     32636 /sys/module/pcc_cpufreq
0xffff9f60b2f27840                     32638 /sys/module/pcc_cpufreq/uevent
0xffff9f60b2e9ae40                     32642 /sys/module/pcc_cpufreq/initstate
0xffff9f60b2e673a0                     32567 /sys/module/ip_tables
0xffff9f60b34b8000                     32572 /sys/module/ip_tables/initstate
0xffff9f60b2e675f0                     32569 /sys/module/ip_tables/uevent
0xffff9f60b2c629a0                     32257 /sys/module/xfs
0xffff9f60b2c62bf0                     32259 /sys/module/xfs/uevent
0xffff9f60b630e810                     32016 /sys/module/libcrc32c
0xffff9f60b35673a0                     32021 /sys/module/libcrc32c/initstate
0xffff9f60b630ea60                     32018 /sys/module/libcrc32c/uevent
0xffff9f60b62d8940                     31624 /sys/module/sr_mod
0xffff9f60b2edb530                     31631 /sys/module/sr_mod/initstate
0xffff9f60b62ccc50                     31519 /sys/module/pata_acpi
0xffff9f60b2ed8de0                     31525 /sys/module/pata_acpi/initstate
0xffff9f60b62b6cb0                     30636 /sys/module/sd_mod
0xffff9f60b2ed3530                     30641 /sys/module/sd_mod/initstate
0xffff9f60b62b6370                     30560 /sys/module/vmwgfx
0xffff9f60b2ed0940                     30573 /sys/module/vmwgfx/initstate
0xffff9f60b628ef00                     29661 /sys/module/nfit
0xffff9f60b2ed84a0                     29672 /sys/module/nfit/initstate
0xffff9f60b628d340                     29609 /sys/module/crc32c_intel
0xffff9f60b2f83530                     29614 /sys/module/crc32c_intel/initstate
0xffff9f60b628b780                     29235 /sys/module/mptspi
0xffff9f60b2ed1720                     29241 /sys/module/mptspi/initstate
0xffff9f60b628a500                     29102 /sys/module/e1000
0xffff9f60b2ed2750                     29110 /sys/module/e1000/initstate
0xffff9f6080c0ca00                     28978 /sys/module/dm_mirror
0xffff9f60b2f96f00                     28985 /sys/module/dm_mirror/initstate
0xffff9f60bcf06f00                         4 /sys/devices
0xffff9f60b61bcc50                     18741 /sys/devices/breakpoint
0xffff9f60b348ecb0                     18746 /sys/devices/breakpoint/subsystem
0xffff9f60b61bc560                     18757 /sys/devices/uprobe
0xffff9f60b3536a60                     18764 /sys/devices/uprobe/subsystem
0xffff9f60b61bbe70                     18775 /sys/devices/kprobe
0xffff9f60b348f150                     18782 /sys/devices/kprobe/subsystem
0xffff9f60b61bb780                     18793 /sys/devices/tracepoint
0xffff9f60b3536810                     18798 /sys/devices/tracepoint/subsystem
0xffff9f60b61bb090                     18655 /sys/devices/power
0xffff9f60b34ce810                     18679 /sys/devices/power/subsystem
0xffff9f60b61ba9a0                     18809 /sys/devices/software
0xffff9f60b34cea60                     18814 /sys/devices/software/subsystem
0xffff9f60b61ba2b0                     18690 /sys/devices/msr
0xffff9f60b348f3a0                     18701 /sys/devices/msr/subsystem
0xffff9f60b61b9bc0                     18712 /sys/devices/cpu
0xffff9f60b348ef00                     18730 /sys/devices/cpu/subsystem
0xffff9f60b61b7840                        13 /sys/devices/platform
0xffff9f60b61c7840                     14608 /sys/devices/platform/ACPI0003:00
0xffff9f60b34c9030                     14614 /sys/devices/platform/ACPI0003:00/subsystem
0xffff9f60b61c6a60                     23099 /sys/devices/platform/Fixed MDIO bus.0
0xffff9f60b6266f00                     23114 /sys/devices/platform/Fixed MDIO bus.0/mdio_bus
0xffff9f60b6267150                     23115 /sys/devices/platform/Fixed MDIO bus.0/mdio_bus/fixed-0
0xffff9f60b34c84a0                     23117 /sys/devices/platform/Fixed MDIO bus.0/mdio_bus/fixed-0/subsystem
0xffff9f60b61c6370                     22799 /sys/devices/platform/serial8250
0xffff9f60b2e9da30                     22934 /sys/devices/platform/serial8250/driver
0xffff9f60b62514d0                     22814 /sys/devices/platform/serial8250/tty
0xffff9f60b6252500                     22893 /sys/devices/platform/serial8250/tty/ttyS3
0xffff9f60b2c66810                     22897 /sys/devices/platform/serial8250/tty/ttyS3/subsystem
0xffff9f60b6251e10                     22854 /sys/devices/platform/serial8250/tty/ttyS2
0xffff9f60b2c66cb0                     22858 /sys/devices/platform/serial8250/tty/ttyS2/subsystem
0xffff9f60b6251720                     22815 /sys/devices/platform/serial8250/tty/ttyS1
0xffff9f60b2c67150                     22819 /sys/devices/platform/serial8250/tty/ttyS1/subsystem
0xffff9f60b61c5c80                     16477 /sys/devices/platform/pcspkr
0xffff9f60b2f539d0                     33143 /sys/devices/platform/pcspkr/driver
0xffff9f60b2f53780                     16481 /sys/devices/platform/pcspkr/subsystem
0xffff9f60b2dfe370                     33144 /sys/devices/platform/pcspkr/input
0xffff9f60b2dff840                     33145 /sys/devices/platform/pcspkr/input/input5
0xffff9f60b3565ed0                     33155 /sys/devices/platform/pcspkr/input/input5/id
0xffff9f60b2f540c0                     33151 /sys/devices/platform/pcspkr/input/input5/phys
0xffff9f60b2f53e70                     33147 /sys/devices/platform/pcspkr/input/input5/subsystem
0xffff9f60b2f53c20                     33150 /sys/devices/platform/pcspkr/input/input5/name
0xffff9f60b2f52bf0                     33160 /sys/devices/platform/pcspkr/input/input5/capabilities
0xffff9f60b362e120                     33169 /sys/devices/platform/pcspkr/input/input5/capabilities/sw
0xffff9f60b2f53530                     33162 /sys/devices/platform/pcspkr/input/input5/capabilities/key
0xffff9f60b2f532e0                     33163 /sys/devices/platform/pcspkr/input/input5/capabilities/rel
0xffff9f60b2f53090                     33164 /sys/devices/platform/pcspkr/input/input5/capabilities/abs
0xffff9f60b2f52e40                     33161 /sys/devices/platform/pcspkr/input/input5/capabilities/ev
0xffff9f60b2dfe5c0                     33146 /sys/devices/platform/pcspkr/input/input5/uevent
0xffff9f60b2dffa90                     33180 /sys/devices/platform/pcspkr/input/input5/event5
0xffff9f60b34ce370                     33184 /sys/devices/platform/pcspkr/input/input5/event5/subsystem
0xffff9f60b2dfef00                     33181 /sys/devices/platform/pcspkr/input/input5/event5/uevent
0xffff9f60b61c5590                     16551 /sys/devices/platform/alarmtimer
0xffff9f60b34c9280                     16555 /sys/devices/platform/alarmtimer/subsystem
0xffff9f60b61b7a90                     23388 /sys/devices/platform/i8042
0xffff9f60b2e9d340                     23405 /sys/devices/platform/i8042/driver
0xffff9f60b61b84a0                     23430 /sys/devices/platform/i8042/serio1
0xffff9f60b3597ce0                     23432 /sys/devices/platform/i8042/serio1/id
0xffff9f60b2e9e370                     23437 /sys/devices/platform/i8042/serio1/description
0xffff9f60b2e9d7e0                     28454 /sys/devices/platform/i8042/serio1/driver
0xffff9f60b625d0f0                     28455 /sys/devices/platform/i8042/serio1/input
0xffff9f60b625dc80                     28525 /sys/devices/platform/i8042/serio1/input/input3
0xffff9f60b77ea2b0                     28535 /sys/devices/platform/i8042/serio1/input/input3/id
0xffff9f60b2f204a0                     28531 /sys/devices/platform/i8042/serio1/input/input3/phys
0xffff9f60b62a0000                     28540 /sys/devices/platform/i8042/serio1/input/input3/capabilities
0xffff9f60b362abf0                     28549 /sys/devices/platform/i8042/serio1/input/input3/capabilities/sw
