2021-11-20 15:07:08 UTC+0000|[LIVE RESPONSE]| (System time)|
2021-11-19 17:11:00 UTC+0000|[Handle (Key)]| MACHINE\SYSTEM\CONTROLSET001\CONTROL\NLS\LOCALE| services.exe PID: 664/PPID: 540/POffset: 0xc2779080
2021-11-19 17:11:00 UTC+0000|[Handle (Key)]| MACHINE\SYSTEM\CONTROLSET001\CONTROL\NLS\LOCALE\ALTERNATE SORTS| services.exe PID: 664/PPID: 540/POffset: 0xc2779080
2021-11-19 17:11:00 UTC+0000|[Handle (Key)]| MACHINE\SYSTEM\CONTROLSET001\CONTROL\NLS\LANGUAGE GROUPS| services.exe PID: 664/PPID: 540/POffset: 0xc2779080
2021-11-20 14:20:03 UTC+0000|[Handle (Key)]| USER| services.exe PID: 664/PPID: 540/POffset: 0xc2779080
2021-11-19 13:54:45 UTC+0000|[Handle (Key)]| USER\S-1-5-20| services.exe PID: 664/PPID: 540/POffset: 0xc2779080
2021-11-19 13:54:46 UTC+0000|[Handle (Key)]| USER\S-1-5-19| services.exe PID: 664/PPID: 540/POffset: 0xc2779080
2021-11-19 13:54:46 UTC+0000|[Handle (Key)]| USER\S-1-5-19| services.exe PID: 664/PPID: 540/POffset: 0xc2779080
2021-11-19 13:54:45 UTC+0000|[Handle (Key)]| USER\S-1-5-20| services.exe PID: 664/PPID: 540/POffset: 0xc2779080
2021-11-19 13:54:46 UTC+0000|[Handle (Key)]| USER\S-1-5-19| services.exe PID: 664/PPID: 540/POffset: 0xc2779080
2021-11-19 13:54:45 UTC+0000|[Handle (Key)]| USER\S-1-5-20| services.exe PID: 664/PPID: 540/POffset: 0xc2779080
2021-11-19 13:54:46 UTC+0000|[Handle (Key)]| USER\S-1-5-19| services.exe PID: 664/PPID: 540/POffset: 0xc2779080
2021-11-19 17:11:00 UTC+0000|[Handle (Key)]| MACHINE\SYSTEM\CONTROLSET001\SERVICES\WINSOCK2\PARAMETERS\NAMESPACE_CATALOG5| services.exe PID: 664/PPID: 540/POffset: 0xc2779080
2021-11-19 17:11:00 UTC+0000|[Handle (Key)]| MACHINE\SYSTEM\CONTROLSET001\SERVICES\WINSOCK2\PARAMETERS\PROTOCOL_CATALOG9| services.exe PID: 664/PPID: 540/POffset: 0xc2779080
2021-11-19 17:11:00 UTC+0000|[Handle (Key)]| MACHINE\SYSTEM\CONTROLSET001\CONTROL\NLS\SORTING\IDS| services.exe PID: 664/PPID: 540/POffset: 0xc2779080
2021-11-19 17:16:41 UTC+0000|[Handle (Key)]| USER\.DEFAULT\SOFTWARE\MICROSOFT\WINDOWS NT\CURRENTVERSION| services.exe PID: 664/PPID: 540/POffset: 0xc2779080
2016-11-11 08:59:26 UTC+0000|[PE HEADER (exe)]| services.exe| Process: services.exe/PID: 664/PPID: 540/Process POffset: 0xc2779080/DLL Base: 0x7ff64d390000
2016-11-11 08:59:26 UTC+0000|[PE DEBUG]| services.exe| Process: services.exe/PID: 664/PPID: 540/Process POffset: 0xc2779080/DLL Base: 0x7ff64d390000
2021-11-20 14:11:38 UTC+0000|[DLL LOADTIME (exe)]| services.exe| Process: services.exe/PID: 664/PPID: 540/Process POffset: 0xc2779080/DLL Base: 0x7ff64d390000
2016-11-11 08:59:43 UTC+0000|[PE HEADER (dll)]| ntdll.dll| Process: services.exe/PID: 664/PPID: 540/Process POffset: 0xc2779080/DLL Base: 0x7fff55180000
2016-11-11 08:59:43 UTC+0000|[PE DEBUG]| ntdll.dll| Process: services.exe/PID: 664/PPID: 540/Process POffset: 0xc2779080/DLL Base: 0x7fff55180000
2021-11-20 14:11:38 UTC+0000|[DLL LOADTIME (dll)]| ntdll.dll| Process: services.exe/PID: 664/PPID: 540/Process POffset: 0xc2779080/DLL Base: 0x7fff55180000
2016-07-16 02:26:57 UTC+0000|[PE HEADER (dll)]| srvcli.dll| Process: services.exe/PID: 664/PPID: 540/Process POffset: 0xc2779080/DLL Base: 0x7fff4a530000
2016-07-16 02:26:57 UTC+0000|[PE DEBUG]| srvcli.dll| Process: services.exe/PID: 664/PPID: 540/Process POffset: 0xc2779080/DLL Base: 0x7fff4a530000
2021-11-20 14:13:24 UTC+0000|[DLL LOADTIME (dll)]| srvcli.dll| Process: services.exe/PID: 664/PPID: 540/Process POffset: 0xc2779080/DLL Base: 0x7fff4a530000
2016-08-06 03:26:07 UTC+0000|[PE HEADER (dll)]| RPCRT4.dll| Process: services.exe/PID: 664/PPID: 540/Process POffset: 0xc2779080/DLL Base: 0x7fff54b40000
2016-08-06 03:26:07 UTC+0000|[PE DEBUG]| RPCRT4.dll| Process: services.exe/PID: 664/PPID: 540/Process POffset: 0xc2779080/DLL Base: 0x7fff54b40000
2021-11-20 14:11:38 UTC+0000|[DLL LOADTIME (dll)]| RPCRT4.dll| Process: services.exe/PID: 664/PPID: 540/Process POffset: 0xc2779080/DLL Base: 0x7fff54b40000
2016-07-16 02:26:15 UTC+0000|[PE HEADER (dll)]| msvcrt.dll| Process: services.exe/PID: 664/PPID: 540/Process POffset: 0xc2779080/DLL Base: 0x7fff54a30000
-|[PE DEBUG]| msvcrt.dll| Process: services.exe/PID: 664/PPID: 540/Process POffset: 0xc2779080/DLL Base: 0x7fff54a30000
2021-11-20 14:11:56 UTC+0000|[DLL LOADTIME (dll)]| msvcrt.dll| Process: services.exe/PID: 664/PPID: 540/Process POffset: 0xc2779080/DLL Base: 0x7fff54a30000
2016-07-16 02:26:41 UTC+0000|[PE HEADER (dll)]| usermgrcli.dll| Process: services.exe/PID: 664/PPID: 540/Process POffset: 0xc2779080/DLL Base: 0x7fff471b0000
2016-07-16 02:26:41 UTC+0000|[PE DEBUG]| usermgrcli.dll| Process: services.exe/PID: 664/PPID: 540/Process POffset: 0xc2779080/DLL Base: 0x7fff471b0000
2021-11-20 14:20:05 UTC+0000|[DLL LOADTIME (dll)]| usermgrcli.dll| Process: services.exe/PID: 664/PPID: 540/Process POffset: 0xc2779080/DLL Base: 0x7fff471b0000
2016-10-15 03:35:14 UTC+0000|[PE HEADER (dll)]| ESENT.dll| Process: services.exe/PID: 664/PPID: 540/Process POffset: 0xc2779080/DLL Base: 0x7fff4ff40000
2016-10-15 03:35:14 UTC+0000|[PE DEBUG]| ESENT.dll| Process: services.exe/PID: 664/PPID: 540/Process POffset: 0xc2779080/DLL Base: 0x7fff4ff40000
2021-11-20 14:15:14 UTC+0000|[DLL LOADTIME (dll)]| ESENT.dll| Process: services.exe/PID: 664/PPID: 540/Process POffset: 0xc2779080/DLL Base: 0x7fff4ff40000
2016-07-16 02:23:04 UTC+0000|[PE HEADER (dll)]| scesrv.dll| Process: services.exe/PID: 664/PPID: 540/Process POffset: 0xc2779080/DLL Base: 0x7fff50800000
2016-07-16 02:23:04 UTC+0000|[PE DEBUG]| scesrv.dll| Process: services.exe/PID: 664/PPID: 540/Process POffset: 0xc2779080/DLL Base: 0x7fff50800000
2021-11-20 14:11:56 UTC+0000|[DLL LOADTIME (dll)]| scesrv.dll| Process: services.exe/PID: 664/PPID: 540/Process POffset: 0xc2779080/DLL Base: 0x7fff50800000
2016-07-16 02:22:52 UTC+0000|[PE HEADER (dll)]| sechost.dll| Process: services.exe/PID: 664/PPID: 540/Process POffset: 0xc2779080/DLL Base: 0x7fff54740000
2016-07-16 02:22:52 UTC+0000|[PE DEBUG]| sechost.dll| Process: services.exe/PID: 664/PPID: 540/Process POffset: 0xc2779080/DLL Base: 0x7fff54740000
2021-11-20 14:11:38 UTC+0000|[DLL LOADTIME (dll)]| sechost.dll| Process: services.exe/PID: 664/PPID: 540/Process POffset: 0xc2779080/DLL Base: 0x7fff54740000
2016-07-16 02:26:39 UTC+0000|[PE HEADER (dll)]| EventAggregation.dll| Process: services.exe/PID: 664/PPID: 540/Process POffset: 0xc2779080/DLL Base: 0x7fff51400000
2016-07-16 02:26:39 UTC+0000|[PE DEBUG]| EventAggregation.dll| Process: services.exe/PID: 664/PPID: 540/Process POffset: 0xc2779080/DLL Base: 0x7fff51400000
2021-11-20 14:11:38 UTC+0000|[DLL LOADTIME (dll)]| EventAggregation.dll| Process: services.exe/PID: 664/PPID: 540/Process POffset: 0xc2779080/DLL Base: 0x7fff51400000
2016-07-16 02:26:04 UTC+0000|[PE HEADER (dll)]| cfgmgr32.dll| Process: services.exe/PID: 664/PPID: 540/Process POffset: 0xc2779080/DLL Base: 0x7fff51800000
2016-07-16 02:26:04 UTC+0000|[PE DEBUG]| cfgmgr32.dll| Process: services.exe/PID: 664/PPID: 540/Process POffset: 0xc2779080/DLL Base: 0x7fff51800000
2021-11-20 14:15:16 UTC+0000|[DLL LOADTIME (dll)]| cfgmgr32.dll| Process: services.exe/PID: 664/PPID: 540/Process POffset: 0xc2779080/DLL Base: 0x7fff51800000
2016-12-09 09:43:05 UTC+0000|[PE HEADER (dll)]| sspicli.dll| Process: services.exe/PID: 664/PPID: 540/Process POffset: 0xc2779080/DLL Base: 0x7fff51250000
2016-12-09 09:43:05 UTC+0000|[PE DEBUG]| sspicli.dll| Process: services.exe/PID: 664/PPID: 540/Process POffset: 0xc2779080/DLL Base: 0x7fff51250000
2021-11-20 14:11:56 UTC+0000|[DLL LOADTIME (dll)]| sspicli.dll| Process: services.exe/PID: 664/PPID: 540/Process POffset: 0xc2779080/DLL Base: 0x7fff51250000
2016-07-16 02:19:44 UTC+0000|[PE HEADER (dll)]| spinf.dll| Process: services.exe/PID: 664/PPID: 540/Process POffset: 0xc2779080/DLL Base: 0x7fff48100000
2016-07-16 02:19:44 UTC+0000|[PE DEBUG]| spinf.dll| Process: services.exe/PID: 664/PPID: 540/Process POffset: 0xc2779080/DLL Base: 0x7fff48100000
2021-11-20 14:14:33 UTC+0000|[DLL LOADTIME (dll)]| spinf.dll| Process: services.exe/PID: 664/PPID: 540/Process POffset: 0xc2779080/DLL Base: 0x7fff48100000
2016-07-16 02:20:06 UTC+0000|[PE HEADER (dll)]| setupapi.dll| Process: services.exe/PID: 664/PPID: 540/Process POffset: 0xc2779080/DLL Base: 0x7fff54310000
2016-07-16 02:20:06 UTC+0000|[PE DEBUG]| setupapi.dll| Process: services.exe/PID: 664/PPID: 540/Process POffset: 0xc2779080/DLL Base: 0x7fff54310000
2021-11-20 14:15:16 UTC+0000|[DLL LOADTIME (dll)]| setupapi.dll| Process: services.exe/PID: 664/PPID: 540/Process POffset: 0xc2779080/DLL Base: 0x7fff54310000
2016-09-15 16:34:44 UTC+0000|[PE HEADER (dll)]| WS2_32.dll| Process: services.exe/PID: 664/PPID: 540/Process POffset: 0xc2779080/DLL Base: 0x7fff54d20000
2016-09-15 16:34:44 UTC+0000|[PE DEBUG]| WS2_32.dll| Process: services.exe/PID: 664/PPID: 540/Process POffset: 0xc2779080/DLL Base: 0x7fff54d20000
2021-11-20 14:14:15 UTC+0000|[DLL LOADTIME (dll)]| WS2_32.dll| Process: services.exe/PID: 664/PPID: 540/Process POffset: 0xc2779080/DLL Base: 0x7fff54d20000
2016-07-16 02:11:01 UTC+0000|[PE HEADER (dll)]| ucrtbase.dll| Process: services.exe/PID: 664/PPID: 540/Process POffset: 0xc2779080/DLL Base: 0x7fff51900000
-|[PE DEBUG]| ucrtbase.dll| Process: services.exe/PID: 664/PPID: 540/Process POffset: 0xc2779080/DLL Base: 0x7fff51900000
2021-11-20 14:11:38 UTC+0000|[DLL LOADTIME (dll)]| ucrtbase.dll| Process: services.exe/PID: 664/PPID: 540/Process POffset: 0xc2779080/DLL Base: 0x7fff51900000
2016-07-16 02:25:01 UTC+0000|[PE HEADER (dll)]| AUTHZ.dll| Process: services.exe/PID: 664/PPID: 540/Process POffset: 0xc2779080/DLL Base: 0x7fff50790000
2016-07-16 02:25:01 UTC+0000|[PE DEBUG]| AUTHZ.dll| Process: services.exe/PID: 664/PPID: 540/Process POffset: 0xc2779080/DLL Base: 0x7fff50790000
2021-11-20 14:11:56 UTC+0000|[DLL LOADTIME (dll)]| AUTHZ.dll| Process: services.exe/PID: 664/PPID: 540/Process POffset: 0xc2779080/DLL Base: 0x7fff50790000
2016-07-16 02:24:47 UTC+0000|[PE HEADER (dll)]| bcryptPrimitives.dll| Process: services.exe/PID: 664/PPID: 540/Process POffset: 0xc2779080/DLL Base: 0x7fff525a0000
2016-07-16 02:24:47 UTC+0000|[PE DEBUG]| bcryptPrimitives.dll| Process: services.exe/PID: 664/PPID: 540/Process POffset: 0xc2779080/DLL Base: 0x7fff525a0000
2021-11-20 14:11:57 UTC+0000|[DLL LOADTIME (dll)]| bcryptPrimitives.dll| Process: services.exe/PID: 664/PPID: 540/Process POffset: 0xc2779080/DLL Base: 0x7fff525a0000
2016-07-16 02:16:36 UTC+0000|[PE HEADER (dll)]| advapi32.dll| Process: services.exe/PID: 664/PPID: 540/Process POffset: 0xc2779080/DLL Base: 0x7fff527b0000
-|[PE DEBUG]| advapi32.dll| Process: services.exe/PID: 664/PPID: 540/Process POffset: 0xc2779080/DLL Base: 0x7fff527b0000
2021-11-20 14:11:57 UTC+0000|[DLL LOADTIME (dll)]| advapi32.dll| Process: services.exe/PID: 664/PPID: 540/Process POffset: 0xc2779080/DLL Base: 0x7fff527b0000
2016-07-16 02:26:56 UTC+0000|[PE HEADER (dll)]| profapi.dll| Process: services.exe/PID: 664/PPID: 540/Process POffset: 0xc2779080/DLL Base: 0x7fff515e0000
2016-07-16 02:26:56 UTC+0000|[PE DEBUG]| profapi.dll| Process: services.exe/PID: 664/PPID: 540/Process POffset: 0xc2779080/DLL Base: 0x7fff515e0000
