Offset(P)            #Ptr   #Hnd Access Name
0x0000b68cb074d9b0     10      0 R--r-d \Device\HarddiskVolume4\Program Files\VMware\VMware Tools\plugins\vmsvc\autoUpgrade.dll
0x0000b68cb074f950  32761      1 R--r-- \Device\HarddiskVolume4\Windows\System32\catroot2\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\catdb
0x0000b68cb0750b70      1      0 R--r-- \Device\HarddiskVolume4\Windows\System32\catroot2\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\catdb
0x0000b68cb0751420  32761      1 R--rwd \Device\HarddiskVolume4\ProgramData\Microsoft\Diagnosis\Sideload
0x0000b68cb07524c0     16      0 R--r-d \Device\HarddiskVolume4\Windows\System32\DWrite.dll
0x0000b68cb07537f0  32769      1 R-Dr-d \Device\HarddiskVolume4\ProgramData\Microsoft\Windows Defender\Scans\mpcache-97615B31E1D3EA122B9A38A103906840DF19651A.bin.79
0x0000b68cb0753ae0  32618      1 RW---- \Device\HarddiskVolume4\Users\Administrator\NTUSER.DAT
0x0000b68cb0753ef0      1      1 R--rw- \Device\HarddiskVolume4\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.14393.447_none_42191651c6827bb3
0x0000b68cb0754ae0  32768      1 ------ \Device\DeviceApi\CMNotify
0x0000b68cb0754ef0     13      0 R--r-d \Device\HarddiskVolume4\Windows\System32\spinf.dll
0x0000b68cb0758a70      1      0 R--r-d \Device\HarddiskVolume4\Windows\System32\cmd.exe
0x0000b68cb0759370      2      0 R--r-d \Device\HarddiskVolume4\Program Files\VMware\VMware Tools\ssleay32.dll
0x0000b68cb07595b0      2      0 RW-rwd \Device\HarddiskVolume4\$Directory
0x0000b68cb07599f0     13      0 R--r-d \Device\HarddiskVolume4\Windows\WinSxS\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.14393.447_none_89c64d28dafea4b9\comctl32.dll
0x0000b68cb075a960      3      0 RW-rwd \Device\HarddiskVolume4\$Directory
0x0000b68cb075bea0  32778      1 R-Dr-d \Device\HarddiskVolume4\ProgramData\Microsoft\Windows Defender\Scans\mpcache-97615B31E1D3EA122B9A38A103906840DF19651A.bin.83
0x0000b68cb07604c0     13      0 R--r-d \Device\HarddiskVolume4\Windows\System32\wbem\wbemprox.dll
0x0000b68cb07632d0     10      0 R--r-d \Device\HarddiskVolume4\Program Files\VMware\VMware Tools\plugins\vmsvc\bitMapper.dll
0x0000b68cb07673d0      5      0 R--r-d \Device\HarddiskVolume4\Windows\System32\directmanipulation.dll
0x0000b68cb076a7d0     16      0 R--rw- \Device\HarddiskVolume4\Users\Administrator\AppData\Local\Microsoft\Windows\Caches\cversions.3.db
0x0000b68cb076ab00      2      0 RW-rwd \Device\HarddiskVolume4\$Directory
0x0000b68cb0776700      1      1 -WD--- \Device\HarddiskVolume4\ProgramData\Microsoft\Windows Defender\IMpService77BDAF73-B396-481F-9042-AD358843EC24.lock
0x0000b68cb0777e10     14      0 R--r-d \Device\HarddiskVolume4\Windows\System32\ConhostV2.dll
0x0000b68cb0779d90  32769      1 RW-r-- \Device\HarddiskVolume4\Windows\System32\winevt\Logs\Microsoft-Windows-PushNotification-Platform%4Admin.evtx
0x0000b68cb077ad60      3      0 R--r-d \Device\HarddiskVolume4\Windows\System32\wbem\esscli.dll
0x0000b68cb077aef0     13      0 R--r-d \Device\HarddiskVolume4\Windows\System32\wbem\fastprox.dll
0x0000b68cb077b6d0      9      0 R--r-d \Device\HarddiskVolume4\Windows\System32\conhost.exe
0x0000b68cb077b9f0  32769      1 ------ \Device\NamedPipe\PIPE_EVENTROOT\CIMV2SCM EVENT PROVIDER
0x0000b68cb077da50      2      0 RW-rwd \Device\HarddiskVolume4\$Directory
0x0000b68cb077eef0     11      0 R--r-d \Device\HarddiskVolume4\Windows\SysWOW64\version.dll
0x0000b68cb0780080     13      0 R--r-d \Device\HarddiskVolume4\Windows\System32\HNetCfgClient.dll
0x0000b68cb078c4e0  32768      1 R--rw- \Device\HarddiskVolume4\Windows\System32
0x0000b68cb078ce20      9      0 R--r-d \Device\HarddiskVolume4\Windows\System32\cmdext.dll
0x0000b68cb078f360  22198      1 ------ \Device\ConDrv\Server
0x0000b68cb078f9e0  32750      1 RWD--- \Device\HarddiskVolume4\Users\Administrator\AppData\Local\TileDataLayer\Database\vedatamodel.edb
0x0000b68cb07968c0     15      0 R--r-d \Device\HarddiskVolume4\Windows\System32\indexeddbserver.dll
0x0000b68cb0797530     14      0 R--r-- \Device\HarddiskVolume4\Users\Administrator\AppData\Local\Microsoft\Windows\WebCache\WebCacheV01.dat
0x0000b68cb079a8c0     11      0 R--r-d \Device\HarddiskVolume4\Windows\System32\wdi.dll
0x0000b68cb079b380      1      1 RW-rw- \Device\HarddiskVolume4\ProgramData\Microsoft\Windows\AppRepository\StateRepository-Machine.srd-wal
0x0000b68cb079d690     33      0 RW-rwd \Device\HarddiskVolume4\$Directory
0x0000b68cb079e920  32750      1 R--rw- \Device\HarddiskVolume4\Users\Administrator\Desktop\wls1411\wlserver\modules\weblogic-L10N_it.jar
0x0000b68cb079f260      1      1 ------ \Device\HarddiskVolume4\Program Files\Windows Defender\MpCmdRun.exe
0x0000b68cb079f910  32763      1 R--r-- \Device\HarddiskVolume4\Windows\Registration\R000000000006.clb
0x0000b68cb079fef0      2      0 RW-rw- \Device\HarddiskVolume4\ProgramData\Microsoft\Windows Defender\Scans\mpenginedb.db
0x0000b68cb07a0330      1      1 ------ \Device\HarddiskVolume4\Program Files\Windows Defender\MsMpLics.dll
0x0000b68cb07a1b20  32754      1 R--rw- \Device\HarddiskVolume4\Users\ADMINI~1\Desktop\wls1411\wlserver\modules\features\oracle.wls.common.grizzly.jar
0x0000b68cb07a3460  32765      1 R--rwd \Device\HarddiskVolume4\ProgramData\Microsoft\Windows Defender\Definition Updates\Updates
0x0000b68cb07a38f0      1      1 ------ \Device\HarddiskVolume4\Program Files\Windows Defender\en-US\shellext.dll.mui
0x0000b68cb07a3bf0      1      1 ------ \Device\HarddiskVolume4\Program Files\Windows Defender\en-US\ProtectionManagement_Uninstall.mfl
0x0000b68cb07a3ef0      1      1 ------ \Device\HarddiskVolume4\Program Files\Windows Defender\en-US\ProtectionManagement.mfl
0x0000b68cb07a4080      1      1 ------ \Device\HarddiskVolume4\Windows\System32\drivers\WdFilter.sys
0x0000b68cb07a42d0      1      1 ------ \Device\HarddiskVolume4\Program Files\Windows Defender\en-US\ProtectionManagement.dll.mui
0x0000b68cb07a45d0      1      1 ------ \Device\HarddiskVolume4\Program Files\Windows Defender\en-US\MsMpRes.dll.mui
0x0000b68cb07a48d0      1      1 ------ \Device\HarddiskVolume4\Program Files\Windows Defender\en-US\MpEvMsg.dll.mui
0x0000b68cb07a4a60      1      1 ------ \Device\HarddiskVolume4\Program Files\Windows Defender\en-US\MpAsDesc.dll.mui
0x0000b68cb07a4bf0      1      1 ------ \Device\HarddiskVolume4\Program Files\Windows Defender\en-US\EppManifest.dll.mui
0x0000b68cb07a4ef0      1      1 ------ \Device\HarddiskVolume4\Windows\System32\drivers\WdNisDrv.sys
0x0000b68cb07a5080      1      1 ------ \Device\HarddiskVolume4\Program Files\Windows Defender\NisSrv.exe
0x0000b68cb07a5480      1      1 ------ \Device\HarddiskVolume4\Program Files\Windows Defender\SymSrv.dll
0x0000b68cb07a5780      1      1 ------ \Device\HarddiskVolume4\Program Files\Windows Defender\DbgHelp.dll
0x0000b68cb07a5a80      1      1 ------ \Device\HarddiskVolume4\Program Files\Windows Defender\NisWfp.dll
0x0000b68cb07a5d80      1      1 ------ \Device\HarddiskVolume4\Program Files\Windows Defender\NisLog.dll
0x0000b68cb07a6440      1      1 ------ \Device\HarddiskVolume4\Program Files\Windows Defender\MpAzSubmit.dll
0x0000b68cb07a65d0      1      1 ------ \Device\HarddiskVolume4\Program Files\Windows Defender\MpAsDesc.dll
0x0000b68cb07a6760      1      1 ------ \Device\HarddiskVolume4\Program Files\Windows Defender\MpEvMsg.dll
0x0000b68cb07a6a60      1      1 ------ \Device\HarddiskVolume4\Program Files\Windows Defender\MpOAV.dll
0x0000b68cb07a6bf0      1      1 ------ \Device\HarddiskVolume4\Program Files\Windows Defender\MpRtp.dll
0x0000b68cb07a6ef0      1      1 ------ \Device\HarddiskVolume4\Program Files\Windows Defender\MsMpCom.dll
0x0000b68cb07a8200     16      0 R--r-d \Device\HarddiskVolume4\Windows\System32\drivers\condrv.sys
0x0000b68cb07a8bf0      1      1 ------ \Device\HarddiskVolume4\Program Files\Windows Defender\MpCommu.dll
0x0000b68cb07ac390  32768      1 R--r-d \Device\HarddiskVolume4\Windows\System32\en-US\vsstrace.dll.mui
0x0000b68cb07acba0      2      0 R--r-d \Device\HarddiskVolume4\Windows\System32\cscapi.dll
0x0000b68cb07acd30      8      0 R--r-d \Device\HarddiskVolume4\Windows\System32\wbem\wbemcore.dll
0x0000b68cb07ad820  32722      1 R--r-d \Device\HarddiskVolume4\Windows\System32\stdole2.tlb
0x0000b68cb07adb90     10      0 R--r-d \Device\HarddiskVolume4\Windows\System32\Clipc.dll
0x0000b68cb07aea70  32453      1 RW-rw- \Device\HarddiskVolume4\ProgramData\Microsoft\Windows Defender\Scans\mpenginedb.db
0x0000b68cb07afd50     16      0 R--r-d \Device\HarddiskVolume4\Windows\System32\drivers\vmhgfs.sys
0x0000b68cb07b36a0  32768      1 R--r-d \Device\HarddiskVolume4\Windows\System32\en-US\user32.dll.mui
0x0000b68cb07b3b20  32325      1 RW-rw- \Device\HarddiskVolume4\ProgramData\Microsoft\Windows Defender\Scans\mpenginedb.db-shm
0x0000b68cb07b3ef0  32764      1 RW-rw- \Device\HarddiskVolume4\ProgramData\Microsoft\Windows Defender\Scans\mpenginedb.db-wal
0x0000b68cb07f6290     16      0 R--r-d \Device\HarddiskVolume4\Windows\System32\WindowsPowerShell\v1.0\en-US\powershell.exe.mui
0x0000b68cb07f6640     11      0 R--r-d \Device\HarddiskVolume4\Windows\System32\syncutil.dll
0x0000b68cb07f6860      2      0 RW-rwd \Device\HarddiskVolume4\$Directory
0x0000b68cb07f69f0  32746      1 R--rw- \Device\HarddiskVolume4\Users\ADMINI~1\Desktop\wls1411\wlserver\server\lib\schema\diagnostics-image-binding.jar
0x0000b68cb07f9080  32764      1 RW---- \Device\HarddiskVolume4\Windows\System32\config\BBI.LOG2
0x0000b68cb07f9ef0  32768      1 R--rw- \Device\HarddiskVolume4\Windows\System32
0x0000b68cb07fa2f0  32764      1 RW---- \Device\HarddiskVolume4\Windows\System32\config\BBI.LOG1
0x0000b68cb07fa480  32682      1 RW---- \Device\HarddiskVolume4\Windows\System32\config\BBI
0x0000b68cb07fb2b0      1      0 RW-rwd \Device\HarddiskVolume4\$PrepareToShrinkFileSize
0x0000b68cb08856f0     16      0 R--r-d \Device\HarddiskVolume4\Windows\System32\drivers\tdx.sys
0x0000b68cb0a01d80     16      0 R--r-d \Device\HarddiskVolume4\Windows\System32\drivers\ks.sys
0x0000b68cb0a03df0     16      0 R--r-d \Device\HarddiskVolume4\Windows\System32\drivers\kbdclass.sys
0x0000b68cb0a06c80     16      0 R--r-d \Device\HarddiskVolume4\Windows\System32\drivers\vmmouse.sys
0x0000b68cb0a0ac50      3      0 R--r-d \Device\HarddiskVolume4\Windows\System32\smss.exe
0x0000b68cb0a0ca40     12      0 R--r-d \Device\HarddiskVolume4\Windows\System32\difxapi.dll
0x0000b68cb0a0cc90     14      0 R--r-d \Device\HarddiskVolume4\Windows\System32\msctf.dll
0x0000b68cb0a0fef0     16      0 R--r-d \Device\HarddiskVolume4쾋譈＀ℕ๴荍ⱻ甁䡇撃〤䰀䒍〤撃䠤䠀ᖍ᧢䒉䀤譈诎⁃䒉䐤䓇㠤
0x0000b68cb0a17ae0     16      0 R--r-d \Device\HarddiskVolume4\Windows\System32\drivers\serenum.sys
0x0000b68cb0a1db30     16      0 R--r-d \Device\HarddiskVolume4\Windows\System32\drivers\portcls.sys
0x0000b68cb0a1edf0     16      0 R--r-d \Device\HarddiskVolume4\Windows\System32\drivers\vm3dmp.sys
0x0000b68cb0a218a0     16      0 R--r-d \Device\HarddiskVolume4툀
0x0000b68cb0a25ad0     16      0 R--r-d \Device\HarddiskVolume4\Windows\System32\drivers\usbport.sys
0x0000b68cb0a26d60     16      0 R--r-d \Device\HarddiskVolume4浗䉩楲杤㩥䑍彍楗摮睯䅳癤湡散呤牨慥側潲整瑣潩彮效污桴瑓瑡づ弱湉潶敫湅浵牥瑡䥥獮慴据獥猠慴
0x0000b68cb0a29ef0     16      0 R--r-d \Device\HarddiskVolume4\Windows\System32\drivers\hdaudbus.sys
0x0000b68cb0a33c80     32      0 R--r-d \Device\HarddiskVolume4\Windows\System32\drivers\Ucx01000.sys
0x0000b68cb0a34a10     16      0 R--r-d \Device\HarddiskVolume4\Windows\System32\drivers\e1i63x64.sys
0x0000b68cb0a408e0  32768      1 R--rw- \Device\HarddiskVolume4\Windows
0x0000b68cb0a41a50     16      0 R--r-d \Device\HarddiskVolume4य㘧䬒震ᱱ੍᜞㈊∛�酚ᇽܖ‌␦〼⁗Ⱊമܭ⥓ⱘ๓
0x0000b68cb0a54cd0     32      0 R--r-d \Device\HarddiskVolume4\Windows\System32\drivers\usbd.sys
0x0000b68cb0a6eb90     16      0 R--r-d \Device\HarddiskVolume4弦ᤵջ⌝጑⨎赍䰎ᤪฌ༉ð䠻㍴ఙఎ裮఑끋쌠䚇⠖➠Ḹ⨒ᘞḛⴖṦᘙల⬝㴝కਘᰨ་ࡷ䘊漙쩏
0x0000b68cb0a6f960     16      0 R--r-d \Device\HarddiskVolume4\Windows\System32\drivers\CmBatt.sys
0x0000b68cb0a7ecc0     16      0 R--r-d \Device\HarddiskVolume4\Windows\System32\drivers\intelppm.sys
0x0000b68cb0a7f8b0      1      1 ------ \Device\NamedPipe\ProtectedPrefix
0x0000b68cb0a809d0      1      1 ------ \Device\NamedPipe\ProtectedPrefix\Administrators
0x0000b68cb0a80bb0      1      1 ------ \Device\Mailslot\ProtectedPrefix
0x0000b68cb0a81a40      1      1 ------ \Device\NamedPipe\ProtectedPrefix\NetWorkService
0x0000b68cb0a81bd0      1      1 ------ \Device\Mailslot\ProtectedPrefix\LocalService
0x0000b68cb0a81d60      1      1 ------ \Device\NamedPipe\ProtectedPrefix\LocalService
0x0000b68cb0a81ef0      1      1 ------ \Device\Mailslot the rate that  externally depr
0x0000b68cb0a82a40      1      1 ------ \Device\NamedPipe\Sessions
0x0000b68cb0a82bd0  32789      1 RWDr-d \Device\HarddiskVolume4\Windows\System32\LogFiles\WMI\RtBackup\EtwRTUBPM.etl
0x0000b68cb0a82ef0      1      1 ------ \Device\Mailslot\ProtectedPrefix\NetWorkService
0x0000b68cb0a9d870      3      0 RW-rwd \Device\HarddiskVolume4\$Directory
0x0000b68cb0a9dd30      6      0 R--r-d \Device\HarddiskVolume4\Windows\SystemResources\Windows.UI.ShellCommon\Windows.UI.ShellCommon.pri
0x0000b68cb0aae080      8      0 R--r-d \Device\HarddiskVolume4\Windows\ShellExperiences\Windows.UI.Shell.SharedUtilities.dll
0x0000b68cb0aae480      8      0 R--r-d \Device\HarddiskVolume4\Windows\ShellExperiences\Windows.UI.ActionCenter.dll
0x0000b68cb0aaed20      6      0 R--r-d \Device\HarddiskVolume4\Windows\ShellExperiences\QuickActions.dll
0x0000b68cb0ab0ef0     16      0 R--r-d \Device\HarddiskVolume4\Windows\SystemApps\ShellExperienceHost_cw5n1h2txyewy\resources.pri
0x0000b68cb0ab1880      3      0 RW-rwd \Device\HarddiskVolume4\$Directory
0x0000b68cb0ab1e50     16      0 R--r-d \Device\HarddiskVolume4\Windows\rescache\_merged\177893557\4159495310.pri
0x0000b68cb0ab2cd0      2      0 R--r-d \Device\HarddiskVolume4\Windows\System32\Windows.UI.Core.TextInput.dll
0x0000b68cb0ab6ef0     16      0 R--r-d \Device\HarddiskVolume4\Windows\rescache\_merged\145088851\2477083892.pri
0x0000b68cb0ac5860  32761      1 ------ \Device\NamedPipe\TDLN-3496-41
0x0000b68cb0ac9170  32768      1 ------ \Device\NamedPipe\Sessions\1\AppContainerNamedObjects\S-1-15-2-1861897761-1695161497-2927542615-642690995-327840285-2659745135-2630312742
0x0000b68cb0acbef0      7      0 R--r-d \Device\HarddiskVolume4\Windows\SystemApps\Microsoft.Windows.Cortana_cw5n1h2txyewy\SearchUI.exe
0x0000b68cb0acd450     10      0 R--r-d \Device\HarddiskVolume4\Windows\SystemApps\Microsoft.Windows.Cortana_cw5n1h2txyewy\Cortana.Core.dll
0x0000b68cb0acd5e0      3      0 RW-rwd \Device\HarddiskVolume4\$Directory
0x0000b68cb0acd7f0      8      0 R--r-d \Device\HarddiskVolume4\Windows\System32\Windows.Storage.ApplicationData.dll
0x0000b68cb0ad3080     13      0 R--r-d \Device\HarddiskVolume4\Windows\System32\Windows.Globalization.Fontgroups.dll
0x0000b68cb0ad4080      1      1 ------ \Device\DeviceApi\CMApi
0x0000b68cb0ad4e50     16      0 R--r-d \Device\HarddiskVolume4\Windows\System32\SyncRes.dll
0x0000b68cb0ad9b10  32752      1 R--rw- \Device\HarddiskVolume4\Users\Administrator\Desktop\wls1411\wlserver\modules\weblogic-L10N_de.jar
0x0000b68cb0adb2e0      8      0 R--r-d \Device\HarddiskVolume4\Windows\System32\ntoskrnl.exe
0x0000b68cb0adb530  32767      1 R--r-- \Device\HarddiskVolume4\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Windows.Cortana_1.7.0.14393_neutral_neutral_cw5n1h2txyewy\ActivationStore.dat.LOG2
0x0000b68cb0adb780  32767      1 R--r-- \Device\HarddiskVolume4\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Windows.Cortana_1.7.0.14393_neutral_neutral_cw5n1h2txyewy\ActivationStore.dat.LOG1
0x0000b68cb0adbb50  32708      1 R--r-- \Device\HarddiskVolume4\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Windows.Cortana_1.7.0.14393_neutral_neutral_cw5n1h2txyewy\ActivationStore.dat
0x0000b68cb0add4b0     16      0 R--r-d \Device\HarddiskVolume4\Windows\System32\Windows.Graphics.dll
