2015-09-03 10:04:05 UTC+0000|[LIVE RESPONSE]| (System time)|
2015-07-21 18:46:08 UTC+0000|[IEHISTORY]| explorer.exe->http://localhost/dashboard/javascripts/modernizr.js| PID: 816/Cache type "URL " at 0x2607300 End: 2015-09-02 07:01:12 UTC+0000
2014-01-13 18:17:37 UTC+0000|[IEHISTORY]| explorer.exe->http://cdnjs.cloudflare.com/ajax/libs/font-awesome/3.1.0/css/font-awesome.min.css| PID: 816/Cache type "URL " at 0x2607680 End: 2015-09-02 07:01:12 UTC+0000
2014-08-15 17:30:17 UTC+0000|[IEHISTORY]| explorer.exe->http://cdnjs.cloudflare.com/ajax/libs/font-awesome/3.1.0/font/fontawesome-webfont.eot?| PID: 816/Cache type "URL " at 0x2607880 End: 2015-09-02 07:01:12 UTC+0000
2015-07-21 18:46:08 UTC+0000|[IEHISTORY]| explorer.exe->http://localhost/dashboard/images/xampp-logo.svg| PID: 816/Cache type "URL " at 0x2607a80 End: 2015-09-02 07:01:12 UTC+0000
2015-07-21 18:46:08 UTC+0000|[IEHISTORY]| explorer.exe->http://localhost/dashboard/images/bitnami-xampp.png| PID: 816/Cache type "URL " at 0x2607c00 End: 2015-09-02 07:01:12 UTC+0000
2015-07-21 18:46:08 UTC+0000|[IEHISTORY]| explorer.exe->http://localhost/dashboard/images/fastly-logo.png| PID: 816/Cache type "URL " at 0x2607d80 End: 2015-09-02 07:01:12 UTC+0000
2015-07-21 18:46:08 UTC+0000|[IEHISTORY]| explorer.exe->http://localhost/dashboard/images/social-icons.png| PID: 816/Cache type "URL " at 0x2607f00 End: 2015-09-02 07:01:12 UTC+0000
2014-01-13 18:17:37 UTC+0000|[IEHISTORY]| explorer.exe->http://cdnjs.cloudflare.com/ajax/libs/font-awesome/3.1.0/css/font-awesome.min.css| PID: 816/Cache type "LEAK" at 0x2607480 End: 2015-09-02 05:59:08 UTC+0000
2015-08-23 10:31:57 UTC+0000|[IEHISTORY]| explorer.exe->Cookie:administrator@www.bing.com/| PID: 816/Cache type "URL " at 0x26f5000 End: 2015-08-23 10:31:57 UTC+0000
2015-08-24 07:00:17 UTC+0000|[IEHISTORY]| explorer.exe->Cookie:administrator@google.jo/| PID: 816/Cache type "URL " at 0x26f5100 End: 2015-08-24 07:00:17 UTC+0000
2015-09-02 07:01:12 UTC+0000|[IEHISTORY]| explorer.exe->Cookie:administrator@localhost/| PID: 816/Cache type "URL " at 0x26f5200 End: 2015-09-02 07:01:12 UTC+0000
2015-09-03 10:03:01 UTC+0000|[IEHISTORY]| explorer.exe->Cookie:administrator@localhost/| PID: 816/Cache type "URL " at 0x26f5300 End: 2015-09-03 10:03:01 UTC+0000
2015-08-23 10:32:08 UTC+0000|[IEHISTORY]| explorer.exe->Cookie:administrator@bing.com/| PID: 816/Cache type "URL " at 0x26f5400 End: 2015-08-23 10:32:08 UTC+0000
2015-08-23 10:32:12 UTC+0000|[IEHISTORY]| explorer.exe->Cookie:administrator@ssl.bing.com/| PID: 816/Cache type "URL " at 0x26f5500 End: 2015-08-23 10:32:12 UTC+0000
2015-08-23 10:32:03 UTC+0000|[IEHISTORY]| FTK Imager.exe->Visited: Administrator@http://www.bing.com/search?format=rss&q=localhost&src=IE-Address| PID: 2120/Cache type "URL " at 0x39a5000 End: 2015-08-23 10:32:03 UTC+0000
2015-08-23 10:31:51 UTC+0000|[IEHISTORY]| FTK Imager.exe->Visited: Administrator@res://iesetup.dll/HardAdmin.htm| PID: 2120/Cache type "URL " at 0x39a5180 End: 2015-08-23 10:31:51 UTC+0000
2015-08-23 10:32:59 UTC+0000|[IEHISTORY]| FTK Imager.exe->Visited: Administrator@http://www.bing.com/search?q=localhost&src=IE-Address| PID: 2120/Cache type "URL " at 0x39a6000 End: 2015-08-23 10:32:59 UTC+0000
2015-09-02 05:59:58 UTC+0000|[IEHISTORY]| FTK Imager.exe->Visited: Administrator@http://localhost/dvwa/security.php?phpids=on| PID: 2120/Cache type "URL " at 0x39a6180 End: 2015-09-02 05:59:58 UTC+0000
2015-09-02 05:59:08 UTC+0000|[IEHISTORY]| FTK Imager.exe->Visited: Administrator@http://localhost| PID: 2120/Cache type "URL " at 0x39a6280 End: 2015-09-02 05:59:08 UTC+0000
2015-09-02 06:00:18 UTC+0000|[IEHISTORY]| FTK Imager.exe->Visited: Administrator@http://localhost/dvwa/security.php| PID: 2120/Cache type "URL " at 0x39a6380 End: 2015-09-02 06:00:18 UTC+0000
2015-09-02 06:00:18 UTC+0000|[IEHISTORY]| FTK Imager.exe->Visited: Administrator@http://localhost/dvwa/security.php?phpids=off| PID: 2120/Cache type "URL " at 0x39a6500 End: 2015-09-02 06:00:18 UTC+0000
2015-09-02 06:00:06 UTC+0000|[IEHISTORY]| FTK Imager.exe->Visited: Administrator@http://localhost/dvwa/security.php?test=%22><script>eval(window.name)</script>| PID: 2120/Cache type "URL " at 0x39a6680 End: 2015-09-02 06:00:06 UTC+0000
2015-09-02 06:00:16 UTC+0000|[IEHISTORY]| FTK Imager.exe->Visited: Administrator@http://localhost/dvwa/security.php| PID: 2120/Cache type "URL " at 0x39a6800 End: 2015-09-02 06:00:16 UTC+0000
2015-09-03 10:03:01 UTC+0000|[IEHISTORY]| FTK Imager.exe->Visited: Administrator@http://localhost/dashboard| PID: 2120/Cache type "URL " at 0x39a7000 End: 2015-09-03 10:03:01 UTC+0000
2015-09-02 06:05:41 UTC+0000|[IEHISTORY]| FTK Imager.exe->Visited: Administrator@http://localhost/dvwa/vulnerabilities/xss_r/vulnerabilities/xss_r| PID: 2120/Cache type "URL " at 0x39a7180 End: 2015-09-02 06:05:41 UTC+0000
2015-09-03 06:49:30 UTC+0000|[IEHISTORY]| FTK Imager.exe->Visited: Administrator@http://localhost/dvwa/vulnerabilities/xss_s/vulnerabilities/xss_s| PID: 2120/Cache type "URL " at 0x39a7280 End: 2015-09-03 06:49:30 UTC+0000
2015-09-02 06:01:11 UTC+0000|[IEHISTORY]| FTK Imager.exe->Visited: Administrator@http://localhost/dvwa/vulnerabilities/upload| PID: 2120/Cache type "URL " at 0x39a7480 End: 2015-09-02 06:01:11 UTC+0000
2015-09-02 06:00:22 UTC+0000|[IEHISTORY]| FTK Imager.exe->Visited: Administrator@http://localhost/dvwa/vulnerabilities/upload/vulnerabilities/upload| PID: 2120/Cache type "URL " at 0x39a7600 End: 2015-09-02 06:00:22 UTC+0000
2015-09-02 06:05:13 UTC+0000|[IEHISTORY]| FTK Imager.exe->Visited: Administrator@http://localhost/dvwa/ids_log.php| PID: 2120/Cache type "URL " at 0x39a7700 End: 2015-09-02 06:05:13 UTC+0000
2015-09-02 06:04:40 UTC+0000|[IEHISTORY]| FTK Imager.exe->Visited: Administrator@http://192.168.56.102/favicon.ico| PID: 2120/Cache type "URL " at 0x39a7880 End: 2015-09-02 06:04:40 UTC+0000
2015-09-02 06:05:13 UTC+0000|[IEHISTORY]| FTK Imager.exe->Visited: Administrator@http://localhost/dvwa/index.php| PID: 2120/Cache type "URL " at 0x39a7980 End: 2015-09-02 06:05:13 UTC+0000
2015-08-12 15:27:06 UTC+0000|[IEHISTORY]| FTK Imager.exe->http://localhost/dashboard/| PID: 2120/Cache type "URL " at 0x3986080 End: 2015-09-02 07:01:12 UTC+0000
2015-09-03 07:02:46 UTC+0000|[IEHISTORY]| FTK Imager.exe->http://192.168.56.102/| PID: 2120/Cache type "URL " at 0x3986200 End: 2015-09-03 07:03:41 UTC+0000
2013-10-19 01:08:06 UTC+0000|[IEHISTORY]| FTK Imager.exe->http://www.bing.com/favicon.ico| PID: 2120/Cache type "URL " at 0x3986600 End: 2015-08-23 10:32:03 UTC+0000
2015-07-21 18:46:08 UTC+0000|[IEHISTORY]| FTK Imager.exe->http://localhost/dashboard/stylesheets/normalize.css| PID: 2120/Cache type "URL " at 0x3987000 End: 2015-09-02 07:01:12 UTC+0000
2015-07-21 18:46:08 UTC+0000|[IEHISTORY]| FTK Imager.exe->http://localhost/dashboard/stylesheets/all.css| PID: 2120/Cache type "URL " at 0x3987180 End: 2015-09-02 07:01:12 UTC+0000
2015-07-21 18:46:08 UTC+0000|[IEHISTORY]| FTK Imager.exe->http://localhost/dashboard/javascripts/modernizr.js| PID: 2120/Cache type "URL " at 0x3987300 End: 2015-09-02 07:01:12 UTC+0000
2014-01-13 18:17:37 UTC+0000|[IEHISTORY]| FTK Imager.exe->http://cdnjs.cloudflare.com/ajax/libs/font-awesome/3.1.0/css/font-awesome.min.css| PID: 2120/Cache type "URL " at 0x3987680 End: 2015-09-02 07:01:12 UTC+0000
2014-08-15 17:30:17 UTC+0000|[IEHISTORY]| FTK Imager.exe->http://cdnjs.cloudflare.com/ajax/libs/font-awesome/3.1.0/font/fontawesome-webfont.eot?| PID: 2120/Cache type "URL " at 0x3987880 End: 2015-09-02 07:01:12 UTC+0000
2015-07-21 18:46:08 UTC+0000|[IEHISTORY]| FTK Imager.exe->http://localhost/dashboard/images/xampp-logo.svg| PID: 2120/Cache type "URL " at 0x3987a80 End: 2015-09-02 07:01:12 UTC+0000
2015-07-21 18:46:08 UTC+0000|[IEHISTORY]| FTK Imager.exe->http://localhost/dashboard/images/bitnami-xampp.png| PID: 2120/Cache type "URL " at 0x3987c00 End: 2015-09-02 07:01:12 UTC+0000
2015-07-21 18:46:08 UTC+0000|[IEHISTORY]| FTK Imager.exe->http://localhost/dashboard/images/fastly-logo.png| PID: 2120/Cache type "URL " at 0x3987d80 End: 2015-09-02 07:01:12 UTC+0000
2015-07-21 18:46:08 UTC+0000|[IEHISTORY]| FTK Imager.exe->http://localhost/dashboard/images/social-icons.png| PID: 2120/Cache type "URL " at 0x3987f00 End: 2015-09-02 07:01:12 UTC+0000
2014-01-13 18:17:37 UTC+0000|[IEHISTORY]| FTK Imager.exe->http://cdnjs.cloudflare.com/ajax/libs/font-awesome/3.1.0/css/font-awesome.min.css| PID: 2120/Cache type "LEAK" at 0x3987480 End: 2015-09-02 05:59:08 UTC+0000
2015-08-23 10:31:57 UTC+0000|[IEHISTORY]| FTK Imager.exe->Cookie:administrator@www.bing.com/| PID: 2120/Cache type "URL " at 0x3995000 End: 2015-08-23 10:31:57 UTC+0000
2015-08-24 07:00:17 UTC+0000|[IEHISTORY]| FTK Imager.exe->Cookie:administrator@google.jo/| PID: 2120/Cache type "URL " at 0x3995100 End: 2015-08-24 07:00:17 UTC+0000
2015-09-02 07:01:12 UTC+0000|[IEHISTORY]| FTK Imager.exe->Cookie:administrator@localhost/| PID: 2120/Cache type "URL " at 0x3995200 End: 2015-09-02 07:01:12 UTC+0000
2015-09-03 10:03:01 UTC+0000|[IEHISTORY]| FTK Imager.exe->Cookie:administrator@localhost/| PID: 2120/Cache type "URL " at 0x3995300 End: 2015-09-03 10:03:01 UTC+0000
2015-08-23 10:32:08 UTC+0000|[IEHISTORY]| FTK Imager.exe->Cookie:administrator@bing.com/| PID: 2120/Cache type "URL " at 0x3995400 End: 2015-08-23 10:32:08 UTC+0000
2015-08-23 10:32:12 UTC+0000|[IEHISTORY]| FTK Imager.exe->Cookie:administrator@ssl.bing.com/| PID: 2120/Cache type "URL " at 0x3995500 End: 2015-08-23 10:32:12 UTC+0000
2015-08-23 10:32:25 UTC+0000|[PROCESS]| FileZillaServer| PID: 2856/PPID: 2768/POffset: 0x3efd5200
2015-08-23 20:27:21 UTC+0000|[Handle (Key)]| MACHINE| FileZillaServer PID: 2856/PPID: 2768/POffset: 0x3efd5200
2015-08-24 07:14:34 UTC+0000|[Handle (Key)]| MACHINE\SYSTEM\CONTROLSET001\CONTROL\SESSION MANAGER| FileZillaServer PID: 2856/PPID: 2768/POffset: 0x3efd5200
2015-09-02 06:01:50 UTC+0000|[Handle (Key)]| MACHINE\SYSTEM\CONTROLSET001\SERVICES\WINSOCK2\PARAMETERS\PROTOCOL_CATALOG9| FileZillaServer PID: 2856/PPID: 2768/POffset: 0x3efd5200
2008-01-19 11:41:33 UTC+0000|[Handle (Key)]| MACHINE\SYSTEM\CONTROLSET001\SERVICES\WINSOCK2\PARAMETERS\NAMESPACE_CATALOG5| FileZillaServer PID: 2856/PPID: 2768/POffset: 0x3efd5200
2012-02-26 14:42:28 UTC+0000|[PE HEADER (dll)]| filezillaserver.exe| Process: FileZillaServer/PID: 2856/PPID: 2768/Process POffset: 0x3efd5200/DLL Base: 0x00400000
2012-02-26 14:42:28 UTC+0000|[PE DEBUG]| filezillaserver.exe| Process: FileZillaServer/PID: 2856/PPID: 2768/Process POffset: 0x3efd5200/DLL Base: 0x00400000
2008-01-19 07:32:54 UTC+0000|[PE HEADER (dll)]| ntdll.dll| Process: FileZillaServer/PID: 2856/PPID: 2768/Process POffset: 0x3efd5200/DLL Base: 0x77780000
-|[PE DEBUG]| ntdll.dll| Process: FileZillaServer/PID: 2856/PPID: 2768/Process POffset: 0x3efd5200/DLL Base: 0x77780000
2008-01-19 07:27:07 UTC+0000|[PE HEADER (dll)]| ADVAPI32.dll| Process: FileZillaServer/PID: 2856/PPID: 2768/Process POffset: 0x3efd5200/DLL Base: 0x76c30000
2008-01-19 06:16:07 UTC+0000|[PE DEBUG]| ADVAPI32.dll| Process: FileZillaServer/PID: 2856/PPID: 2768/Process POffset: 0x3efd5200/DLL Base: 0x76c30000
2008-01-19 07:32:52 UTC+0000|[PE HEADER (dll)]| NSI.dll| Process: FileZillaServer/PID: 2856/PPID: 2768/Process POffset: 0x3efd5200/DLL Base: 0x76e40000
2008-01-19 05:55:49 UTC+0000|[PE DEBUG]| NSI.dll| Process: FileZillaServer/PID: 2856/PPID: 2768/Process POffset: 0x3efd5200/DLL Base: 0x76e40000
2008-01-19 07:30:47 UTC+0000|[PE HEADER (dll)]| msvcrt.dll| Process: FileZillaServer/PID: 2856/PPID: 2768/Process POffset: 0x3efd5200/DLL Base: 0x76d00000
2008-01-19 05:27:25 UTC+0000|[PE DEBUG]| msvcrt.dll| Process: FileZillaServer/PID: 2856/PPID: 2768/Process POffset: 0x3efd5200/DLL Base: 0x76d00000
2008-01-19 07:32:03 UTC+0000|[PE HEADER (dll)]| USER32.dll| Process: FileZillaServer/PID: 2856/PPID: 2768/Process POffset: 0x3efd5200/DLL Base: 0x76e70000
2008-01-19 05:35:51 UTC+0000|[PE DEBUG]| USER32.dll| Process: FileZillaServer/PID: 2856/PPID: 2768/Process POffset: 0x3efd5200/DLL Base: 0x76e70000
2008-01-19 07:30:29 UTC+0000|[PE HEADER (dll)]| IMM32.DLL| Process: FileZillaServer/PID: 2856/PPID: 2768/Process POffset: 0x3efd5200/DLL Base: 0x76e50000
2008-01-19 05:36:12 UTC+0000|[PE DEBUG]| IMM32.DLL| Process: FileZillaServer/PID: 2856/PPID: 2768/Process POffset: 0x3efd5200/DLL Base: 0x76e50000
2008-01-19 07:32:06 UTC+0000|[PE HEADER (dll)]| USP10.dll| Process: FileZillaServer/PID: 2856/PPID: 2768/Process POffset: 0x3efd5200/DLL Base: 0x77190000
2008-01-19 05:36:39 UTC+0000|[PE DEBUG]| USP10.dll| Process: FileZillaServer/PID: 2856/PPID: 2768/Process POffset: 0x3efd5200/DLL Base: 0x77190000
2008-01-19 07:31:29 UTC+0000|[PE HEADER (dll)]| RPCRT4.dll| Process: FileZillaServer/PID: 2856/PPID: 2768/Process POffset: 0x3efd5200/DLL Base: 0x772a0000
2008-01-19 05:49:05 UTC+0000|[PE DEBUG]| RPCRT4.dll| Process: FileZillaServer/PID: 2856/PPID: 2768/Process POffset: 0x3efd5200/DLL Base: 0x772a0000
2008-01-19 07:28:37 UTC+0000|[PE HEADER (dll)]| GDI32.dll| Process: FileZillaServer/PID: 2856/PPID: 2768/Process POffset: 0x3efd5200/DLL Base: 0x76be0000
2008-01-19 05:36:28 UTC+0000|[PE DEBUG]| GDI32.dll| Process: FileZillaServer/PID: 2856/PPID: 2768/Process POffset: 0x3efd5200/DLL Base: 0x76be0000
2008-01-19 07:29:45 UTC+0000|[PE HEADER (dll)]| LPK.DLL| Process: FileZillaServer/PID: 2856/PPID: 2768/Process POffset: 0x3efd5200/DLL Base: 0x778c0000
2008-01-19 05:36:15 UTC+0000|[PE DEBUG]| LPK.DLL| Process: FileZillaServer/PID: 2856/PPID: 2768/Process POffset: 0x3efd5200/DLL Base: 0x778c0000
2008-01-19 07:33:04 UTC+0000|[PE HEADER (dll)]| wship6.dll| Process: FileZillaServer/PID: 2856/PPID: 2768/Process POffset: 0x3efd5200/DLL Base: 0x75750000
2008-01-19 05:55:54 UTC+0000|[PE DEBUG]| wship6.dll| Process: FileZillaServer/PID: 2856/PPID: 2768/Process POffset: 0x3efd5200/DLL Base: 0x75750000
2008-01-19 07:32:06 UTC+0000|[PE HEADER (dll)]| VERSION.dll| Process: FileZillaServer/PID: 2856/PPID: 2768/Process POffset: 0x3efd5200/DLL Base: 0x752e0000
2008-01-19 05:46:51 UTC+0000|[PE DEBUG]| VERSION.dll| Process: FileZillaServer/PID: 2856/PPID: 2768/Process POffset: 0x3efd5200/DLL Base: 0x752e0000
2008-01-19 07:30:55 UTC+0000|[PE HEADER (dll)]| mswsock.dll| Process: FileZillaServer/PID: 2856/PPID: 2768/Process POffset: 0x3efd5200/DLL Base: 0x755f0000
2008-01-19 05:56:57 UTC+0000|[PE DEBUG]| mswsock.dll| Process: FileZillaServer/PID: 2856/PPID: 2768/Process POffset: 0x3efd5200/DLL Base: 0x755f0000
2008-01-19 07:30:40 UTC+0000|[PE HEADER (dll)]| MSCTF.dll| Process: FileZillaServer/PID: 2856/PPID: 2768/Process POffset: 0x3efd5200/DLL Base: 0x773a0000
2008-01-19 05:37:05 UTC+0000|[PE DEBUG]| MSCTF.dll| Process: FileZillaServer/PID: 2856/PPID: 2768/Process POffset: 0x3efd5200/DLL Base: 0x773a0000
2008-01-19 07:31:57 UTC+0000|[PE HEADER (dll)]| kernel32.dll| Process: FileZillaServer/PID: 2856/PPID: 2768/Process POffset: 0x3efd5200/DLL Base: 0x77900000
2008-01-19 05:31:09 UTC+0000|[PE DEBUG]| kernel32.dll| Process: FileZillaServer/PID: 2856/PPID: 2768/Process POffset: 0x3efd5200/DLL Base: 0x77900000
2008-01-19 07:33:10 UTC+0000|[PE HEADER (dll)]| wshtcpip.dll| Process: FileZillaServer/PID: 2856/PPID: 2768/Process POffset: 0x3efd5200/DLL Base: 0x75210000
2008-01-19 05:55:55 UTC+0000|[PE DEBUG]| wshtcpip.dll| Process: FileZillaServer/PID: 2856/PPID: 2768/Process POffset: 0x3efd5200/DLL Base: 0x75210000
2008-01-19 07:32:40 UTC+0000|[PE HEADER (dll)]| WS2_32.dll| Process: FileZillaServer/PID: 2856/PPID: 2768/Process POffset: 0x3efd5200/DLL Base: 0x778d0000
2008-01-19 05:56:55 UTC+0000|[PE DEBUG]| WS2_32.dll| Process: FileZillaServer/PID: 2856/PPID: 2768/Process POffset: 0x3efd5200/DLL Base: 0x778d0000
2015-09-02 09:28:30 UTC+0000|[PROCESS]| cmd.exe| PID: 1972/PPID: 816/POffset: 0x019c1100
2015-08-23 20:27:21 UTC+0000|[Handle (Key)]| MACHINE| cmd.exe PID: 1972/PPID: 816/POffset: 0x019c1100
2015-08-24 06:58:45 UTC+0000|[Handle (Key)]| MACHINE\SYSTEM\CONTROLSET001\CONTROL\NLS\LOCALE| cmd.exe PID: 1972/PPID: 816/POffset: 0x019c1100
2015-08-23 10:30:43 UTC+0000|[Handle (Key)]| USER\S-1-5-21-3848053756-3249532031-1848221756-500| cmd.exe PID: 1972/PPID: 816/POffset: 0x019c1100
2008-01-19 11:37:29 UTC+0000|[Handle (Key)]| MACHINE\SYSTEM\CONTROLSET001\CONTROL\NLS\LOCALE\ALTERNATE SORTS| cmd.exe PID: 1972/PPID: 816/POffset: 0x019c1100
